int logctl_get(): open '/dev/hwlog_switch' fail -1, 13. Permission denied
Note: log switch off, only log_main and log_events will have logs!
--------- beginning of system
12-20 17:03:26.007  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:26.007  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert lo
12-20 17:03:26.012  1045  1390 D NetdConnector: SND -> {881 bandwidth gettetherstats}
12-20 17:03:26.013  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.014  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24688571
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [8] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=60903 rxPackets=0 txBytes=3120 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=ilesafe:loader1
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [9] iface=wlan0 uid=10053 set=ALL tag=0x0 rxBytes=2287 rxPackets=0 txBytes=36263 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=ouc:hwbdservice
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [10] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=6158 rxPackets=0 txBytes=37607 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=ilesafe:loader0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [11] iface=wlan0 uid=10127 set=ALL tag=0x0 rxBytes=885 rxPackets=0 txBytes=714 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=t.qqsports:push
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [12] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=480647 rxPackets=0 txBytes=3579 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=bilesafe:update
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [13] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=1384 rxPackets=0 txBytes=709 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=lesafe:WifiExam
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [14] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=17052 rxPackets=0 txBytes=6697 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=ilesafe:permmgr
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [15] iface=wlan0 uid=10127 set=ALL tag=0x0 rxBytes=1302942 rxPackets=0 txBytes=291491 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=encent.qqsports
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [16] iface=wlan0 uid=10122 set=ALL tag=0x0 rxBytes=318488058 rxPackets=0 txBytes=175519120 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=calserverplayer
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [17] iface=wlan0 uid=10120 set=ALL tag=0x0 rxBytes=16457 rxPackets=0 txBytes=7488 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=nt.mm:appbrand0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [18] iface=wlan0 uid=10058 set=ALL tag=0x0 rxBytes=6173 rxPackets=0 txBytes=5305 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=com.huawei.hwid
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [19] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=281 rxPackets=0 txBytes=861 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=store:PluginP06
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [20] iface=wlan0 uid=10107 set=ALL tag=0x0 rxBytes=149460 rxPackets=0 txBytes=4689 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=ger:pushservice
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [21] iface=wlan0 uid=10107 set=ALL tag=0x0 rxBytes=2369128 rxPackets=0 txBytes=113340 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=sdu.didi.psnger
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [22] iface=wlan0 uid=10128 set=ALL tag=0x0 rxBytes=762 rxPackets=0 txBytes=1713 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=re.clone:remote
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [23] iface=wlan0 uid=10128 set=ALL tag=0x0 rxBytes=3747629 rxPackets=0 txBytes=42208 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=.anywhere.clone
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [24] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=3820090 rxPackets=0 txBytes=5235 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=pstore:download
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [25] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=386 rxPackets=0 txBytes=673 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=fe.clean:update
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [26] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=3178 rxPackets=0 txBytes=4431 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=hoo360.accounts
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [27] iface=wlan0 uid=10433 set=ALL tag=0x0 rxBytes=675 rxPackets=0 txBytes=1813 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=plugin.sdk.demo
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [28] iface=wlan0 uid=10008 set=ALL tag=0x0 rxBytes=288722 rxPackets=0 txBytes=42407 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=android.browser
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [29] iface=wlan0 uid=10001 set=ALL tag=0x0 rxBytes=60257 rxPackets=0 txBytes=46835 txPackets=0 operations=0
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:  proc=map.android.ams
12-20 17:03:32.441  1045  1390 D NetworkStatsFactory:   [30] iface=wlan0 uid=10056 set=ALL tag=0x0 rxBytes=14715 rxPackets=0 txBytes=16327 txPackets=0 op
12-20 17:03:32.441  1045  1390 D NetworkStats: mActiveIface: wlan0
12-20 17:03:32.459  1045  1390 D NetworkStats: already record: [juphoon.justalk:com.juphoon.justalk]
12-20 17:03:32.480  1045  1390 D NetworkStats: already record: [encent.qqsports:com.tencent.qqsports]
12-20 17:03:32.480  1045  1390 D NetworkStats: already record: [calserverplayer:com.qihoo.livecloud.localserverplayer]
12-20 17:03:32.482  1045  1390 D NetworkStats: already record: [com.huawei.hwid:com.huawei.hwid]
12-20 17:03:32.487  1045  1390 D NetworkStats: already record: [sdu.didi.psnger:com.sdu.didi.psnger]
12-20 17:03:32.490  1045  1390 D NetworkStats: already record: [.anywhere.clone:com.txy.anywhere.clone]
12-20 17:03:32.497  1045  1390 D NetworkStats: already record: [plugin.sdk.demo:com.qihoo360.replugin.sdk.demo]
12-20 17:03:32.497  1045  1390 D NetworkStats: already record: [android.browser:com.android.browser]
12-20 17:03:32.497  1045  1390 D NetworkStats: already record: [map.android.ams:com.amap.android.ams]
12-20 17:03:32.497  1045  1390 D NetworkStats: already record: [droid.pushagent:com.huawei.android.pushagent]
12-20 17:03:32.501  1045  1390 D NetworkStats: already record: [com.sina.weibo:com.sina.weibo]
12-20 17:03:32.510  1045  1390 D NetworkStats: already record: [uawei.appmarket:com.huawei.appmarket]
12-20 17:03:32.510  1045  1390 D NetworkStats: already record: [wei.intelligent:com.huawei.intelligent]
12-20 17:03:32.514  1045  1390 D NetworkStats: already record: [.lightsky.video:com.lightsky.video]
12-20 17:03:32.514  1045  1390 D NetworkStats: already record: [o360.mobilesafe:com.qihoo360.mobilesafe]
12-20 17:03:32.514  1045  1390 D NetworkStats: already record: [doujia.phoenix2:com.wandoujia.phoenix2]
12-20 17:03:32.517  1045  1390 D NetworkStats: already record: [i.systemmanager:com.huawei.systemmanager]
12-20 17:03:32.517  1045  1390 D NetworkStats: already record: [baidu.searchbox:com.baidu.searchbox]
12-20 17:03:32.517  1045  1390 D NetworkStats: already record: [com.tencent.mm:com.tencent.mm]
12-20 17:03:32.517  1045  1390 D NetworkStats: already record: [.qihoo.appstore:com.qihoo.appstore]
12-20 17:03:32.534  1045  1390 D NetdConnector: SND -> {886 bandwidth setglobalalert 2097152}
12-20 17:03:32.534  1045  1391 V NetworkPolicy: updateNetworkEnabledLocked()
12-20 17:03:32.534  1045  1391 V NetworkPolicy: updateNotificationsLocked()
12-20 17:03:32.535  1045  1389 D NetdConnector: RCV <- {200 886 Bandwidth command succeeeded}
12-20 17:03:32.536  1045  1389 D NetdConnector: RCV <- {200 886 Bandwidth command succeeeded}
12-20 17:03:32.979   531  1037 W SocketListener: sending broadcast to Pid = 1045, Uid = 1000 
12-20 17:03:32.980  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:32.980  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:32.980  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert lo
12-20 17:03:32.985  1045  1390 D NetdConnector: SND -> {887 bandwidth gettetherstats}
12-20 17:03:32.986  1045  1389 D NetdConnector: RCV <- {200 887 Tethering stats list completed}
12-20 17:03:32.986  1045  1389 D NetdConnector: RCV <- {200 887 Tethering stats list completed}
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24695543
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [0] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=281 rxPackets=0 txBytes=860 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=ackground_clean
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [1] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=914 rxPackets=0 txBytes=1437 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=bilesafe:engine
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [2] iface=wlan0 uid=2000 set=ALL tag=0x0 rxBytes=6368 rxPackets=0 txBytes=3313 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=uiautomator
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [3] iface=wlan0 uid=2000 set=ALL tag=0x0 rxBytes=3256 rxPackets=0 txBytes=6368 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=adbd
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [4] iface=wlan0 uid=10008 set=ALL tag=0x0 rxBytes=6192 rxPackets=0 txBytes=1082 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=browser:service
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [5] iface=wlan0 uid=10159 set=ALL tag=0x0 rxBytes=2781 rxPackets=0 txBytes=3995 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=alk:pushservice
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [6] iface=wlan0 uid=10159 set=ALL tag=0x0 rxBytes=30160 rxPackets=0 txBytes=45694 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=juphoon.justalk
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [7] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=2832 rxPackets=0 txBytes=8996 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=bilesafe:report
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [8] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=60903 rxPackets=0 txBytes=3120 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=ilesafe:loader1
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [9] iface=wlan0 uid=10053 set=ALL tag=0x0 rxBytes=2287 rxPackets=0 txBytes=36263 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=ouc:hwbdservice
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [10] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=6158 rxPackets=0 txBytes=37607 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=ilesafe:loader0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [11] iface=wlan0 uid=10127 set=ALL tag=0x0 rxBytes=885 rxPackets=0 txBytes=714 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=t.qqsports:push
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [12] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=480647 rxPackets=0 txBytes=3579 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=bilesafe:update
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [13] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=1384 rxPackets=0 txBytes=709 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=lesafe:WifiExam
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [14] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=17052 rxPackets=0 txBytes=6697 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=ilesafe:permmgr
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [15] iface=wlan0 uid=10127 set=ALL tag=0x0 rxBytes=1302942 rxPackets=0 txBytes=291491 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=encent.qqsports
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [16] iface=wlan0 uid=10122 set=ALL tag=0x0 rxBytes=320307738 rxPackets=0 txBytes=176431680 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=calserverplayer
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [17] iface=wlan0 uid=10120 set=ALL tag=0x0 rxBytes=16457 rxPackets=0 txBytes=7488 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=nt.mm:appbrand0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [18] iface=wlan0 uid=10058 set=ALL tag=0x0 rxBytes=6173 rxPackets=0 txBytes=5305 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=com.huawei.hwid
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [19] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=281 rxPackets=0 txBytes=861 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=store:PluginP06
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [20] iface=wlan0 uid=10107 set=ALL tag=0x0 rxBytes=149460 rxPackets=0 txBytes=4689 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=ger:pushservice
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [21] iface=wlan0 uid=10107 set=ALL tag=0x0 rxBytes=2369128 rxPackets=0 txBytes=113340 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=sdu.didi.psnger
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [22] iface=wlan0 uid=10128 set=ALL tag=0x0 rxBytes=762 rxPackets=0 txBytes=1713 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=re.clone:remote
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [23] iface=wlan0 uid=10128 set=ALL tag=0x0 rxBytes=3747629 rxPackets=0 txBytes=42208 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=.anywhere.clone
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [24] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=3820090 rxPackets=0 txBytes=5235 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=pstore:download
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [25] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=386 rxPackets=0 txBytes=673 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=fe.clean:update
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [26] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=3178 rxPackets=0 txBytes=4431 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=hoo360.accounts
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [27] iface=wlan0 uid=10433 set=ALL tag=0x0 rxBytes=675 rxPackets=0 txBytes=1813 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=plugin.sdk.demo
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [28] iface=wlan0 uid=10008 set=ALL tag=0x0 rxBytes=288722 rxPackets=0 txBytes=42407 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=android.browser
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [29] iface=wlan0 uid=10001 set=ALL tag=0x0 rxBytes=60257 rxPackets=0 txBytes=46835 txPackets=0 operations=0
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:  proc=map.android.ams
12-20 17:03:33.002  1045  1390 D NetworkStatsFactory:   [30] iface=wlan0 uid=10056 set=ALL tag=0x0 rxBytes=14715 rxPackets=0 txBytes=16327 txPackets=0 op
12-20 17:03:33.002  1045  1390 D NetworkStats: mActiveIface: wlan0
12-20 17:03:33.018  1045  1390 D NetworkStats: already record: [juphoon.justalk:com.juphoon.justalk]
12-20 17:03:33.038  1045  1390 D NetworkStats: already record: [encent.qqsports:com.tencent.qqsports]
12-20 17:03:33.038  1045  1390 D NetworkStats: already record: [calserverplayer:com.qihoo.livecloud.localserverplayer]
12-20 17:03:33.042  1045  1390 D NetworkStats: already record: [com.huawei.hwid:com.huawei.hwid]
12-20 17:03:33.049  1045  1390 D NetworkStats: already record: [sdu.didi.psnger:com.sdu.didi.psnger]
12-20 17:03:33.051  1045  1390 D NetworkStats: already record: [.anywhere.clone:com.txy.anywhere.clone]
12-20 17:03:33.057  1045  1390 D NetworkStats: already record: [plugin.sdk.demo:com.qihoo360.replugin.sdk.demo]
12-20 17:03:33.057  1045  1390 D NetworkStats: already record: [android.browser:com.android.browser]
12-20 17:03:33.057  1045  1390 D NetworkStats: already record: [map.android.ams:com.amap.android.ams]
12-20 17:03:33.057  1045  1390 D NetworkStats: already record: [droid.pushagent:com.huawei.android.pushagent]
12-20 17:03:33.060  1045  1390 D NetworkStats: already record: [com.sina.weibo:com.sina.weibo]
12-20 17:03:33.068  1045  1390 D NetworkStats: already record: [uawei.appmarket:com.huawei.appmarket]
12-20 17:03:33.068  1045  1390 D NetworkStats: already record: [wei.intelligent:com.huawei.intelligent]
12-20 17:03:33.071  1045  1390 D NetworkStats: already record: [.lightsky.video:com.lightsky.video]
12-20 17:03:33.071  1045  1390 D NetworkStats: already record: [o360.mobilesafe:com.qihoo360.mobilesafe]
12-20 17:03:33.071  1045  1390 D NetworkStats: already record: [doujia.phoenix2:com.wandoujia.phoenix2]
12-20 17:03:33.074  1045  1390 D NetworkStats: already record: [i.systemmanager:com.huawei.systemmanager]
12-20 17:03:33.074  1045  1390 D NetworkStats: already record: [baidu.searchbox:com.baidu.searchbox]
12-20 17:03:33.074  1045  1390 D NetworkStats: already record: [com.tencent.mm:com.tencent.mm]
12-20 17:03:33.074  1045  1390 D NetworkStats: already record: [.qihoo.appstore:com.qihoo.appstore]
12-20 17:03:33.083  1045  1390 D NetdConnector: SND -> {888 bandwidth setglobalalert 2097152}
12-20 17:03:33.084  1045  1391 V NetworkPolicy: updateNetworkEnabledLocked()
12-20 17:03:33.084  1045  1391 V NetworkPolicy: updateNotificationsLocked()
12-20 17:03:33.085  1045  1389 D NetdConnector: RCV <- {200 888 Bandwidth command succeeeded}
12-20 17:03:33.085  1045  1389 D NetdConnector: RCV <- {200 888 Bandwidth command succeeeded}
12-20 17:03:33.432   531  1037 W SocketListener: sending broadcast to Pid = 1045, Uid = 1000 
12-20 17:03:33.432  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:33.432  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:33.433  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert lo
12-20 17:03:33.437  1045  1390 D NetdConnector: SND -> {889 bandwidth gettetherstats}
12-20 17:03:33.438  1045  1389 D NetdConnector: RCV <- {200 889 Tethering stats list completed}
12-20 17:03:33.439  1045  1389 D NetdConnector: RCV <- {200 889 Tethering stats list completed}
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24695997
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [0] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=281 rxPackets=0 txBytes=860 txPackets=0 operations=0
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:  proc=ackground_clean
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [1] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=914 rxPackets=0 txBytes=1437 txPackets=0 operations=0
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:  proc=bilesafe:engine
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [2] iface=wlan0 uid=2000 set=ALL tag=0x0 rxBytes=6368 rxPackets=0 txBytes=3313 txPackets=0 operations=0
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:  proc=uiautomator
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [3] iface=wlan0 uid=2000 set=ALL tag=0x0 rxBytes=3256 rxPackets=0 txBytes=6368 txPackets=0 operations=0
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:  proc=adbd
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [4] iface=wlan0 uid=10008 set=ALL tag=0x0 rxBytes=6192 rxPackets=0 txBytes=1082 txPackets=0 operations=0
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:  proc=browser:service
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [5] iface=wlan0 uid=10159 set=ALL tag=0x0 rxBytes=2781 rxPackets=0 txBytes=3995 txPackets=0 operations=0
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:  proc=alk:pushservice
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [6] iface=wlan0 uid=10159 set=ALL tag=0x0 rxBytes=30160 rxPackets=0 txBytes=45694 txPackets=0 operations=0
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:  proc=juphoon.justalk
12-20 17:03:33.455  1045  1390 D NetworkStatsFactory:   [7] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=2832 rxPackets=0 txBytes=8996 txPackets=0 operations=0
